"","match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"3629","2010-01-17","Bolton Wanderers","Arsenal","Jussi J‰‰skel‰inen","Paul Robinson","Gretar Steinsson","Gary Cahill","Zat Knight","Matt Taylor","Tamir Cohen","Fabrice Muamba","LEE Chung-Yong","Kevin Davies","Ivan Klasnic","Manuel Almunia","William Gallas","Bakary Sagna","Thomas Vermaelen","Craig Eastmond","Armand TraorÈ","Abou Diaby","Cesc F‡bregas","Tomas Rosicky","Andrei Arshavin"," Eduardo"
"3630","2010-01-20","Arsenal","Bolton Wanderers","Manuel Almunia","William Gallas","Bakary Sagna","Thomas Vermaelen","GaÎl Clichy"," Denilson","Abou Diaby","Cesc F‡bregas","Tomas Rosicky","Andrei Arshavin"," Eduardo","Jussi J‰‰skel‰inen","Paul Robinson","Gretar Steinsson","Gary Cahill","Zat Knight","Matt Taylor","Tamir Cohen","Mark Davies","Fabrice Muamba","LEE Chung-Yong","Kevin Davies"
"3631","2010-01-20","Liverpool","Tottenham Hotspur","Pepe Reina","Philipp Degen","Sotiris Kyrgiakos","Martin äkrtel","Jamie Carragher"," Lucas Leiva","Emiliano Insua","Alberto Aquilani","Javier Mascherano","Albert Riera","Dirk Kuyt","Heurelho Gomes","Vedran Corluka","Michael Dawson","Gareth Bale","Ledley King","Jermaine Jenas","Niko Kranjcar","Luka Modric","Wilson Palacios","Peter Crouch","Jermain Defoe"
"3632","2010-01-23","Manchester United","Hull City","Edwin van der Sar"," Rafael Da Silva","Jonny Evans","Rio Ferdinand","Patrice Evra","Darren Fletcher","PARK Ji-Sung"," Nani","Paul Scholes","Michael Owen","Wayne Rooney","Boaz Myhill","Anthony Gardner","Paul McShane","Kamil Zayatte","Andy Dawson","George Boateng","Richard Garcia"," Geovanni","Stephen Hunt","Nick Barmby","Craig Fagan"
"3633","2010-01-26","Bolton Wanderers","Burnley","Jussi J‰‰skel‰inen","Sam Ricketts","Gretar Steinsson","Gary Cahill","Zat Knight","Matt Taylor","Tamir Cohen","Fabrice Muamba","LEE Chung-Yong","Kevin Davies","Ivan Klasnic","Brian Jensen","Clarke Carlisle","Graham Alexander","Michael Duff","Chris McCann","Tyrone Mears","Christian Kalvenes","Chris Eagles","Wade Elliott","Steven Fletcher","David Nugent"
"3634","2010-01-26","Portsmouth","West Ham United","Asmir Begovic","Steve Finnan","YounËs Kaboul","Hermann Hreidarsson","Aaron Mokoena","Angelos Basinas","Hayden Mullins","Marc Wilson","Kevin-Prince Boateng","John Utaka","Frederic Piquionne","Rob Green","Radoslav Kovac","Jonathan Spector","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Jack Collison","Alessandro Diamanti","Mark Noble","Frank Nouble"
"3635","2010-01-26","Tottenham Hotspur","Fulham","Heurelho Gomes","Vedran Corluka","Michael Dawson","Gareth Bale","Tom Huddlestone","Ledley King","David Bentley","Luka Modric","Wilson Palacios","Peter Crouch","Jermain Defoe","Mark Schwarzer","Aaron Hughes","Chris Smalling","Brede Hangeland","Chris Baird","Kagisho Dikgacoi","Zoltan Gera","Danny Murphy","Bjorn Helge Riise","Damien Duff","Bobby Zamora"
"3636","2010-01-26","Wolverhampton Wanderers","Liverpool","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Michael Mancienne","Stephen Ward","Karl Henry","Matt Jarvis","Nenad Milijaö","Kevin Doyle","Pepe Reina","Sotiris Kyrgiakos","Martin äkrtel","Jamie Carragher"," Lucas Leiva","Emiliano Insua","Steven Gerrard","Javier Mascherano","Albert Riera","Maxi Rodriguez","Dirk Kuyt"
"3637","2010-01-27","Aston Villa","Arsenal","Brad Friedel","Carlos Cuellar","Luke Young","James M Collins","Richard Dunne","James Milner","Stewart Downing","Stilian Petrov","Ashley Young","Gabby Agbonlahor","Emile Heskey","Manuel Almunia","William Gallas","Bakary Sagna","Thomas Vermaelen","GaÎl Clichy"," Denilson","Cesc F‡bregas","Aaron Ramsey","Tomas Rosicky","Andrei Arshavin"," Eduardo"
"3638","2010-01-27","Blackburn Rovers","Wigan Athletic","Paul Robinson","Pascal Chimbonda","Brett Emerton","Gael Givet","Ryan Nelsen","Martin Olsson","Steven N'Zonzi","Morten Gamst Pedersen","Junior Hoilett","El Hadji Diouf","Nikola Kalinic","Vladimir Stojkovic","Mario Melchiot","Maynor Figueroa","Paul Scharner","Titus Bramble","Gary Caldwell","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Hugo Rodallega","Hendry Thomas"
"3639","2010-01-27","Chelsea","Birmingham City","Petr Cech","Ricardo Carvalho","John Terry","Branislav Ivanovic","Ashley Cole","Michael Ballack","Joe Cole"," Deco","Frank Lampard","Nicolas Anelka","Florent Malouda","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Seb Larsson","Liam Ridgewell","Lee Bowyer","Barry Ferguson","James McFadden","Christian Benitez","Cameron Jerome"
"3640","2010-01-27","Everton","Sunderland","Tim Howard","Sylvain Distin","Johnny Heitinga","Phil Neville","Leighton Baines","Landon Donovan","Marouane Fellaini","Leon Osman","Steven Pienaar","Tim Cahill","Louis Saha","Craig Gordon","Lorik Cana","John Mensah","Matt Kilgallon","Nyron Nosworthy","Kieran Richardson","George McCartney","Lee Cattermole","Jordan Henderson","Bolo Zenden","Darren Bent"
"3641","2010-01-30","Birmingham City","Tottenham Hotspur","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Seb Larsson","Liam Ridgewell","Lee Bowyer","Barry Ferguson","James McFadden","Christian Benitez","Cameron Jerome","Heurelho Gomes","Vedran Corluka","Michael Dawson","Gareth Bale","Tom Huddlestone","Ledley King","David Bentley","Luka Modric","Wilson Palacios","Peter Crouch","Jermain Defoe"
"3642","2010-01-30","Burnley","Chelsea","Brian Jensen","AndrÈ Bikey","Clarke Carlisle","Leon Cort","Tyrone Mears","Christian Kalvenes","Chris Eagles","Wade Elliott","Kevin McDonald","Robbie Blake","Steven Fletcher","Petr Cech"," Alex","John Terry","Branislav Ivanovic","Ashley Cole","Michael Ballack","Joe Cole","Frank Lampard","Yuri Zhirkov","Nicolas Anelka","Florent Malouda"
"3643","2010-01-30","Fulham","Aston Villa","Mark Schwarzer","Aaron Hughes","Chris Smalling","Brede Hangeland","Stephen Kelly","Chris Baird","Simon Davies","Danny Murphy","Damien Duff","Erik Nevland","Bobby Zamora","Brad Friedel","Carlos Cuellar","Luke Young","James M Collins","Richard Dunne","James Milner","Stewart Downing","Stilian Petrov","Ashley Young","Gabby Agbonlahor","Emile Heskey"
"3644","2010-01-30","Hull City","Wolverhampton Wanderers","Boaz Myhill","Anthony Gardner","Paul McShane","Steven Mouyokolo","Bernard Mendy","Andy Dawson","George Boateng","Tom Cairney","Stephen Hunt","Jozy Altidore","Jan Vennegoor of Hesselink","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Michael Mancienne","Stephen Ward","Karl Henry","Matt Jarvis","David Jones","Kevin Doyle"
"3645","2010-01-30","Liverpool","Bolton Wanderers","Pepe Reina","Sotiris Kyrgiakos","Martin äkrtel","Jamie Carragher","Emiliano Insua","Alberto Aquilani","Steven Gerrard","Javier Mascherano","Albert Riera","Dirk Kuyt","David N'Gog","Jussi J‰‰skel‰inen","Sam Ricketts","Gretar Steinsson","Gary Cahill","Zat Knight","Matt Taylor","Tamir Cohen","Mark Davies","Fabrice Muamba","LEE Chung-Yong","Kevin Davies"
"3646","2010-01-30","West Ham United","Blackburn Rovers","Rob Green","Radoslav Kovac","Jonathan Spector","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Jack Collison","Alessandro Diamanti","Mark Noble","Frank Nouble","Paul Robinson","Pascal Chimbonda","Brett Emerton","Gael Givet","Ryan Nelsen","Christopher Samba","Martin Olsson","Steven N'Zonzi","Morten Gamst Pedersen","El Hadji Diouf","Nikola Kalinic"
"3647","2010-01-30","Wigan Athletic","Everton","Vladimir Stojkovic","Maynor Figueroa","Titus Bramble","Gary Caldwell","Emmerson Boyce","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Hugo Rodallega","Jason Scotland","Hendry Thomas","Tim Howard","Johnny Heitinga","Philippe Senderos","Phil Neville","Leighton Baines","Landon Donovan","Marouane Fellaini","Leon Osman","Steven Pienaar","Tim Cahill","Louis Saha"
"3648","2010-01-31","Arsenal","Manchester United","Manuel Almunia","William Gallas","Bakary Sagna","Thomas Vermaelen","GaÎl Clichy"," Denilson","Cesc F‡bregas","Samir Nasri","Tomas Rosicky","Alex Song","Andrei Arshavin","Edwin van der Sar"," Rafael Da Silva","Wes Brown","Jonny Evans","Patrice Evra","Michael Carrick","Darren Fletcher","PARK Ji-Sung"," Nani","Paul Scholes","Wayne Rooney"
"3649","2010-01-31","Manchester City","Portsmouth","Shay Given","Pablo Zabaleta","Vincent Kompany","Gareth Barry","Kolo Toure","Javier Garrido","Nigel De Jong","Stephen Ireland","Emmanuel Adebayor","Martin Petrov","Carlos Tevez","David James","Tal Ben Haim","Anthony Vanden Borre","Hermann Hreidarsson","Angelos Basinas","Hayden Mullins","Marc Wilson","Kevin-Prince Boateng","Jamie O'Hara","John Utaka","Danny Webber"
"3650","2010-02-01","Sunderland","Stoke City","Craig Gordon","Lorik Cana","John Mensah","Matt Kilgallon","Michael Turner","George McCartney","Lee Cattermole","Steed Malbranque","Andy Reid","Darren Bent","Kenwyne Jones","Thomas Sorensen","Abdoulaye Faye","Danny Higginbotham","Robert Huth","Ryan Shawcross","Salif Diao","Matthew Etherington","Glenn Whelan","Dean Whitehead","Mamady Sidibe"," Tuncay Sanli"
"3651","2010-02-02","Hull City","Chelsea","Boaz Myhill","Anthony Gardner","Paul McShane","Steven Mouyokolo","Andy Dawson","George Boateng","Tom Cairney","Stephen Hunt","Jozy Altidore","Craig Fagan","Jan Vennegoor of Hesselink","Petr Cech","Ricardo Carvalho","John Terry","Branislav Ivanovic","Michael Ballack"," Deco","Frank Lampard","Yuri Zhirkov","Nicolas Anelka","Didier Drogba","Florent Malouda"
"3652","2010-02-03","Fulham","Portsmouth","Mark Schwarzer","Aaron Hughes","Brede Hangeland","Stephen Kelly","Chris Baird","Nicky Shorey","Jonathan Greening","Danny Murphy","Damien Duff","Stefano Okaka","Bobby Zamora","David James","Steve Finnan","Tal Ben Haim","Angelos Basinas","Marc Wilson","Nadir Belhadj","Kevin-Prince Boateng","Jamie O'Hara","Hassan Yebda","Aruna Dindane","Frederic Piquionne"
"3653","2010-02-06","Bolton Wanderers","Fulham","Jussi J‰‰skel‰inen","Sam Ricketts","Paul Robinson","Zat Knight","Andy O'Brien","Matt Taylor","Tamir Cohen","Mark Davies","Fabrice Muamba","LEE Chung-Yong","Kevin Davies","Mark Schwarzer","Aaron Hughes","Brede Hangeland","Chris Baird","Nicky Shorey","Kagisho Dikgacoi","Jonathan Greening","Danny Murphy","Damien Duff","David Elm","Erik Nevland"
"3654","2010-02-06","Burnley","West Ham United","Brian Jensen","AndrÈ Bikey","Clarke Carlisle","Leon Cort","Tyrone Mears","Danny Fox","Wade Elliott","Kevin McDonald","Robbie Blake","Steven Fletcher","David Nugent","Rob Green","Jonathan Spector","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Jack Collison","Mark Noble","Scott Parker","Carlton Cole","Benni McCarthy"
"3655","2010-02-06","Hull City","Manchester City","Boaz Myhill","Anthony Gardner","Paul McShane","Steven Mouyokolo","Andy Dawson","George Boateng","Tom Cairney","Stephen Hunt","Jozy Altidore","Craig Fagan","Jan Vennegoor of Hesselink","Shay Given","Dedryck Boyata","Pablo Zabaleta","Gareth Barry","Kolo Toure","Wayne Bridge","Nigel De Jong","Stephen Ireland","Emmanuel Adebayor","Craig Bellamy","Carlos Tevez"
"3656","2010-02-06","Liverpool","Everton","Pepe Reina","Sotiris Kyrgiakos","Daniel Agger","Jamie Carragher"," Lucas Leiva","Emiliano Insua","Steven Gerrard","Javier Mascherano","Maxi Rodriguez","Dirk Kuyt","David N'Gog","Tim Howard","Sylvain Distin","Johnny Heitinga","Phil Neville","Leighton Baines","Landon Donovan","Marouane Fellaini","Leon Osman","Steven Pienaar","Tim Cahill","Louis Saha"
"3657","2010-02-06","Manchester United","Portsmouth","Edwin van der Sar","Gary Neville","Wes Brown","Jonny Evans","Antonio Valencia","Patrice Evra","Michael Carrick","Darren Fletcher"," Nani","Dimitar Berbatov","Wayne Rooney","David James","Tal Ben Haim","Anthony Vanden Borre","Ricardo Rocha","Hayden Mullins","Marc Wilson","Nadir Belhadj","Richard Hughes","Jamie O'Hara","Frederic Piquionne","Danny Webber"
"3658","2010-02-06","Stoke City","Blackburn Rovers","Thomas Sorensen","Danny Higginbotham","Robert Huth","Andy Wilkinson","Ryan Shawcross","Rory Delap","Matthew Etherington","Liam Lawrence","Dean Whitehead","Ricardo Fuller","Mamady Sidibe","Paul Robinson","Pascal Chimbonda","Brett Emerton","Gael Givet","Ryan Nelsen","Christopher Samba","Martin Olsson","Steven N'Zonzi","Morten Gamst Pedersen","Franco Di Santo","Nikola Kalinic"
"3659","2010-02-06","Sunderland","Wigan Athletic","Craig Gordon","Lorik Cana","Alan Hutton","Matt Kilgallon","Michael Turner","George McCartney","Lee Cattermole","Jordan Henderson","Andy Reid","Darren Bent","Kenwyne Jones","Chris Kirkland","Maynor Figueroa","Paul Scharner","Titus Bramble","Gary Caldwell","Emmerson Boyce","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Hugo Rodallega","Hendry Thomas"
"3660","2010-02-06","Tottenham Hotspur","Aston Villa","Heurelho Gomes","Vedran Corluka","Michael Dawson","Gareth Bale","Tom Huddlestone","Ledley King","David Bentley","Luka Modric","Wilson Palacios","Peter Crouch","Jermain Defoe","Brad Friedel","Carlos Cuellar","Luke Young","James M Collins","Richard Dunne","James Milner","Stewart Downing","Stilian Petrov","Ashley Young","Gabby Agbonlahor","Emile Heskey"
"3661","2010-02-07","Birmingham City","Wolverhampton Wanderers","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Seb Larsson","Liam Ridgewell","Lee Bowyer","Barry Ferguson","James McFadden","Christian Benitez","Cameron Jerome","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Michael Mancienne","Stephen Ward","Karl Henry","Matt Jarvis","David Jones","Kevin Doyle"
"3662","2010-02-07","Chelsea","Arsenal","Petr Cech","Ricardo Carvalho","John Terry","Branislav Ivanovic","Ashley Cole","Michael Ballack","Frank Lampard","John Obi Mikel","Nicolas Anelka","Didier Drogba","Florent Malouda","Manuel Almunia","William Gallas","Bakary Sagna","Thomas Vermaelen","GaÎl Clichy","Abou Diaby","Cesc F‡bregas","Samir Nasri","Alex Song","Andrei Arshavin","Theo Walcott"
"3663","2010-02-09","Fulham","Burnley","Mark Schwarzer","Aaron Hughes","Brede Hangeland","Chris Baird","Nicky Shorey","Simon Davies","Dickson Etuhu","Danny Murphy","Damien Duff","David Elm","Bobby Zamora","Brian Jensen","AndrÈ Bikey","David Edgar","Clarke Carlisle","Leon Cort","Tyrone Mears","Danny Fox","Wade Elliott","Kevin McDonald","Steven Fletcher","David Nugent"
"3664","2010-02-09","Manchester City","Bolton Wanderers","Shay Given","Pablo Zabaleta","Vincent Kompany","Gareth Barry","Kolo Toure","Wayne Bridge","Nigel De Jong","Adam Johnson","Patrick Vieira","Emmanuel Adebayor","Carlos Tevez","Jussi J‰‰skel‰inen","Sam Ricketts","Paul Robinson","Gretar Steinsson","Zat Knight","Tamir Cohen","Fabrice Muamba","Jack Wilshere","LEE Chung-Yong","Kevin Davies","Johann Elmander"
"3665","2010-02-09","Portsmouth","Sunderland","David James","Steve Finnan","Tal Ben Haim","Ricardo Rocha","Angelos Basinas","Marc Wilson","Papa Bouba Diop","Jamie O'Hara","Hassan Yebda","Aruna Dindane","Frederic Piquionne","Craig Gordon","Lorik Cana","Alan Hutton","Matt Kilgallon","Michael Turner","George McCartney","Lee Cattermole","Steed Malbranque","Andy Reid","Darren Bent","Kenwyne Jones"
"3666","2010-02-09","Wigan Athletic","Stoke City","Chris Kirkland","Maynor Figueroa","Paul Scharner","Titus Bramble","Gary Caldwell","Emmerson Boyce","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Hugo Rodallega","Jason Scotland","Thomas Sorensen","Danny Higginbotham","Robert Huth","Andy Wilkinson","Ryan Shawcross","Rory Delap","Matthew Etherington","Glenn Whelan","Dean Whitehead","Mamady Sidibe"," Tuncay Sanli"
"3667","2010-02-10","Arsenal","Liverpool","Manuel Almunia","Emmanuel Eboue","William Gallas","Thomas Vermaelen","GaÎl Clichy","Abou Diaby","Cesc F‡bregas","Samir Nasri","Alex Song","Andrei Arshavin","Nicklas Bendtner","Pepe Reina","Daniel Agger","Martin äkrtel","Jamie Carragher"," Lucas Leiva","Emiliano Insua","Steven Gerrard","Javier Mascherano","Maxi Rodriguez","Dirk Kuyt","David N'Gog"
"3668","2010-02-10","Aston Villa","Manchester United","Brad Friedel","Carlos Cuellar","Luke Young","James M Collins","Richard Dunne","James Milner","Fabian Delph","Stewart Downing","Stilian Petrov","Ashley Young","Gabby Agbonlahor","Edwin van der Sar"," Rafael Da Silva","Wes Brown","Jonny Evans","Patrice Evra","Michael Carrick","Darren Fletcher","Ryan Giggs"," Nani","Paul Scholes","Wayne Rooney"
"3669","2010-02-10","Blackburn Rovers","Hull City","Paul Robinson","Michel Salgado","Brett Emerton","Gael Givet","Ryan Nelsen","Martin Olsson","Keith Andrews","Steven N'Zonzi","Morten Gamst Pedersen","El Hadji Diouf","Nikola Kalinic","Boaz Myhill","Anthony Gardner","Paul McShane","Steven Mouyokolo","Andy Dawson","George Boateng","Tom Cairney","Stephen Hunt","Jozy Altidore","Craig Fagan","Jan Vennegoor of Hesselink"
"3670","2010-02-10","Everton","Chelsea","Tim Howard","Sylvain Distin","Johnny Heitinga","Phil Neville","Leighton Baines","Mikel Arteta","Landon Donovan","Leon Osman","Diniyar Bilyaletdinov","Tim Cahill","Louis Saha","Petr Cech","Ricardo Carvalho","John Terry","Branislav Ivanovic","Ashley Cole","Frank Lampard","John Obi Mikel","Yuri Zhirkov","Nicolas Anelka","Didier Drogba","Florent Malouda"
"3671","2010-02-10","West Ham United","Birmingham City","Rob Green","Herita Ilunga","Radoslav Kovac","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Alessandro Diamanti","Scott Parker","Carlton Cole"," Mido","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Craig Gardner","Liam Ridgewell","Lee Bowyer","Keith Fahey","Barry Ferguson","Cameron Jerome","Kevin Phillips"
"3672","2010-02-10","Wolverhampton Wanderers","Tottenham Hotspur","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Stephen Ward","AdlËne GuÈdioura","Karl Henry","Matt Jarvis","David Jones","Kevin Doyle","Heurelho Gomes","SÈbastien Bassong","YounËs Kaboul","Michael Dawson","Gareth Bale","Tom Huddlestone","David Bentley","Jermaine Jenas","Niko Kranjcar","Eidur Gudjohnsen","Jermain Defoe"
"3673","2010-02-16","Stoke City","Manchester City","Thomas Sorensen","Abdoulaye Faye","Danny Higginbotham","Robert Huth","Ryan Shawcross","Rory Delap","Liam Lawrence","Glenn Whelan","Dean Whitehead","Ricardo Fuller","Mamady Sidibe","Shay Given","Micah Richards","Joleon Lescott","Gareth Barry","Kolo Toure","Javier Garrido","Nigel De Jong","Adam Johnson","Patrick Vieira","Emmanuel Adebayor","Roque Santa Cruz"
"3674","2010-02-17","Wigan Athletic","Bolton Wanderers","Chris Kirkland","Mario Melchiot","Maynor Figueroa","Paul Scharner","Titus Bramble","Gary Caldwell","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Marcelo Moreno","Hugo Rodallega","Jussi J‰‰skel‰inen","Sam Ricketts","Paul Robinson","Gretar Steinsson","Zat Knight","Matt Taylor","Ricardo Gardner","Fabrice Muamba","LEE Chung-Yong","Kevin Davies","Johann Elmander"
"3675","2010-02-20","Arsenal","Sunderland","Manuel Almunia","Emmanuel Eboue","Mikael Silvestre","Thomas Vermaelen","GaÎl Clichy","Cesc F‡bregas","Samir Nasri","Aaron Ramsey","Alex Song","Nicklas Bendtner","Theo Walcott","Craig Gordon","Lorik Cana","Alan Hutton","John Mensah","Anton Ferdinand","Michael Turner","Kieran Richardson","George McCartney","Darren Bent","Fraizer Campbell","Kenwyne Jones"
"3676","2010-02-20","Everton","Manchester United","Tim Howard","Sylvain Distin","Johnny Heitinga","Phil Neville","Leighton Baines","Mikel Arteta","Landon Donovan","Leon Osman","Steven Pienaar","Diniyar Bilyaletdinov","Louis Saha","Edwin van der Sar","Gary Neville","Wes Brown","Jonny Evans","Antonio Valencia","Patrice Evra","Michael Carrick","Darren Fletcher","PARK Ji-Sung","Dimitar Berbatov","Wayne Rooney"
"3677","2010-02-20","Portsmouth","Stoke City","David James","Steve Finnan","Hermann Hreidarsson","Marc Wilson","Nadir Belhadj","Papa Bouba Diop","Jamie O'Hara","Hassan Yebda","Quincy Owusu-Abeyie","Aruna Dindane","Frederic Piquionne","Thomas Sorensen","Danny Collins","Robert Huth","Andy Wilkinson","Ryan Shawcross","Rory Delap","Glenn Whelan","Dean Whitehead","Ricardo Fuller","Mamady Sidibe"," Tuncay Sanli"
"3678","2010-02-20","West Ham United","Hull City","Rob Green","Radoslav Kovac","Jonathan Spector","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Alessandro Diamanti","Scott Parker","Carlton Cole","Guillermo Franco","Boaz Myhill","Anthony Gardner","Paul McShane","Steven Mouyokolo","Andy Dawson","George Boateng","Tom Cairney","Stephen Hunt","Craig Fagan","Jan Vennegoor of Hesselink","Amr Zaki"
"3679","2010-02-20","Wolverhampton Wanderers","Chelsea","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Stephen Ward","AdlËne GuÈdioura","Karl Henry","Matt Jarvis","David Jones","Kevin Doyle","Petr Cech","Paulo Ferreira","John Terry","Branislav Ivanovic","Michael Ballack","Joe Cole","John Obi Mikel","Yuri Zhirkov","Nicolas Anelka","Didier Drogba","Florent Malouda"
"3680","2010-02-21","Aston Villa","Burnley","Brad Friedel","Carlos Cuellar","James M Collins","Richard Dunne","James Milner","Stephen Warnock","Stewart Downing","Stilian Petrov","Ashley Young","Gabby Agbonlahor","Emile Heskey","Brian Jensen","AndrÈ Bikey","Clarke Carlisle","Leon Cort","Jack Cork","Tyrone Mears","Danny Fox","Chris Eagles","Kevin McDonald","Steven Fletcher","David Nugent"
"3681","2010-02-21","Blackburn Rovers","Bolton Wanderers","Paul Robinson","Michel Salgado","Gael Givet","Ryan Nelsen","Martin Olsson","Keith Andrews","Steven N'Zonzi","Morten Gamst Pedersen","Junior Hoilett","El Hadji Diouf","Nikola Kalinic","Jussi J‰‰skel‰inen","Sam Ricketts","Paul Robinson","Gretar Steinsson","Zat Knight","Matt Taylor","Ricardo Gardner","Fabrice Muamba","LEE Chung-Yong","Kevin Davies","Johann Elmander"
"3682","2010-02-21","Fulham","Birmingham City","Mark Schwarzer","Aaron Hughes","Brede Hangeland","Chris Baird","Nicky Shorey","Simon Davies","Dickson Etuhu","Zoltan Gera","Danny Murphy","Damien Duff","Bobby Zamora","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Seb Larsson","Liam Ridgewell","Lee Bowyer","Keith Fahey","Barry Ferguson","James McFadden","Cameron Jerome"
"3683","2010-02-21","Manchester City","Liverpool","Shay Given","Pablo Zabaleta","Vincent Kompany","Joleon Lescott","Gareth Barry","Wayne Bridge","Nigel De Jong","Stephen Ireland","Adam Johnson","Shaun Wright-Phillips","Emmanuel Adebayor","Pepe Reina","Daniel Agger","Martin äkrtel","Jamie Carragher"," Lucas Leiva","Emiliano Insua","Steven Gerrard","Javier Mascherano","Maxi Rodriguez","Dirk Kuyt","Ryan Babel"
"3684","2010-02-21","Wigan Athletic","Tottenham Hotspur","Chris Kirkland","Mario Melchiot","Maynor Figueroa","Paul Scharner","Gary Caldwell","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Marcelo Moreno","Hugo Rodallega","Hendry Thomas","Heurelho Gomes","Vedran Corluka","Michael Dawson","Gareth Bale","Tom Huddlestone","Ledley King","David Bentley","Niko Kranjcar","Wilson Palacios","Peter Crouch","Jermain Defoe"
"3685","2010-02-23","Manchester United","West Ham United","Ben Foster","Gary Neville","Wes Brown","Nemanja Vidic","Antonio Valencia","Patrice Evra"," Anderson","Darron Gibson","Paul Scholes","Dimitar Berbatov","Wayne Rooney","Rob Green","Radoslav Kovac","Jonathan Spector","James Tomkins","Matthew Upson","Valon Behrami","Julien Faubert","Alessandro Diamanti","Mark Noble","Carlton Cole","Guillermo Franco"
"3686","2010-02-27","Birmingham City","Wigan Athletic","Joe Hart","Stephen Carr","Scott Dann","Roger Johnson","Seb Larsson","Liam Ridgewell","Lee Bowyer","Keith Fahey","Barry Ferguson","James McFadden","Cameron Jerome","Chris Kirkland","Mario Melchiot","Maynor Figueroa","Paul Scharner","Titus Bramble","Gary Caldwell","James McCarthy","Charles N'Zogbia","Mo DiamÈ","Hugo Rodallega","Hendry Thomas"
"3687","2010-02-27","Bolton Wanderers","Wolverhampton Wanderers","Jussi J‰‰skel‰inen","Sam Ricketts","Paul Robinson","Gretar Steinsson","Zat Knight","Stuart Holden","Fabrice Muamba","Jack Wilshere","LEE Chung-Yong","Kevin Davies","Johann Elmander","Marcus Hahnemann","Christophe Berra","Kevin Foley","Ronald Zubar","Jody Craddock","Stephen Ward","AdlËne GuÈdioura","Karl Henry","Matt Jarvis","David Jones","Kevin Doyle"
"3688","2010-02-27","Burnley","Portsmouth","Brian Jensen","AndrÈ Bikey","Clarke Carlisle","Leon Cort","Tyrone Mears","Danny Fox","Wade Elliott","Kevin McDonald","Robbie Blake","Steven Fletcher","Martin Paterson","David James","Steve Finnan","Hermann Hreidarsson","Ricardo Rocha","Marc Wilson","Nadir Belhadj","Jamie O'Hara","Hassan Yebda","Quincy Owusu-Abeyie","Frederic Piquionne","Danny Webber"
"3689","2010-02-27","Chelsea","Manchester City","Henrique Hilario","Ricardo Carvalho","John Terry","Branislav Ivanovic","Michael Ballack","Joe Cole","Frank Lampard","John Obi Mikel","Nicolas Anelka","Didier Drogba","Florent Malouda","Shay Given","Micah Richards","Pablo Zabaleta","Vincent Kompany","Joleon Lescott","Gareth Barry","Wayne Bridge","Nigel De Jong","Adam Johnson","Craig Bellamy","Carlos Tevez"
"3690","2010-02-27","Stoke City","Arsenal","Thomas Sorensen","Abdoulaye Faye","Robert Huth","Andy Wilkinson","Ryan Shawcross","Rory Delap","Danny Pugh","Glenn Whelan","Dean Whitehead","Ricardo Fuller","Mamady Sidibe","Manuel Almunia","Emmanuel Eboue","Bakary Sagna","Thomas Vermaelen","Sol Campbell","GaÎl Clichy","Cesc F‡bregas","Samir Nasri","Aaron Ramsey","Alex Song","Nicklas Bendtner"
"3691","2010-02-28","Liverpool","Blackburn Rovers","Pepe Reina","Daniel Agger","Fabio Aurelio","Jamie Carragher"," Lucas Leiva","Yossi Benayoun","Steven Gerrard","Javier Mascherano","Maxi Rodriguez","Dirk Kuyt","Fernando Torres","Paul Robinson","Michel Salgado","Gael Givet","Christopher Samba","Martin Olsson","Keith Andrews","Steven N'Zonzi","Morten Gamst Pedersen","Junior Hoilett","El Hadji Diouf","Nikola Kalinic"
